Doctor Identifier,Risk
923614890,-0.0653232470288
728355016,-0.0653763920177
532798281,-0.0661290916582
304465162,-0.066169740702
390386275,-0.0662078298877
213556234,-0.0663557645785
960810429,-0.0665217683592
154524040,-0.0665727729742
557690868,-0.0666181746276
320309515,-0.0667192485995
382155147,-0.0672495996049
918680236,-0.0672681919875
834412042,-0.0672987558187
752048316,-0.0673097631351
178920272,-0.0675224328648
876231003,-0.0679425743689
129590566,-0.0681623115331
555790961,-0.0682516590416
389394192,-0.0685557847241
578879083,-0.0689051490184
289113252,-0.0691432634695
532258096,-0.0694854996475
916180906,-0.0695678655393
582655734,-0.0696265611668
647638378,-0.0698141406729
110855565,-0.0705705879072
650518418,-0.070676682309
109113778,-0.0707010469334
734905324,-0.0710029388778
767404652,-0.0711956609352
952785779,-0.0714699819261
213323731,-0.0714747277207
490158556,-0.0715292276002
775746518,-0.0716201861582
123480820,-0.0716256631166
106801003,-0.0720521568586
572908660,-0.0722280484185
577754134,-0.0724609685875
334674910,-0.0725780982369
305614217,-0.0727215468347
182094869,-0.073369390547
428708867,-0.073466516655
613602872,-0.0736169917786
442186740,-0.073661190824
519686410,-0.0737032956361
910504395,-0.0737174431577
315760569,-0.0738022294835
913148926,-0.073836577646
359396106,-0.073916387166
742161823,-0.0740006335811
966696459,-0.0740074048973
209229938,-0.0740738556303
454350661,-0.0741125346707
251547211,-0.0741528881447
235027758,-0.0743151694648
427527731,-0.0744232121799
783889224,-0.0744909875054
490015428,-0.0745603652344
940917541,-0.0745723725398
687001922,-0.0745819599617
180877007,-0.0746922679441
699002816,-0.0747071287202
707877284,-0.0747598935236
817934365,-0.0748720558958
651832587,-0.0750669954535
443482352,-0.0754666431278
637525286,-0.0755216993481
954976840,-0.0755929645133
609349814,-0.0758189094969
277199341,-0.0762195154649
172334989,-0.0762633358561
364538698,-0.0764999514079
622545005,-0.0767230122011
754715924,-0.0767879361792
551622937,-0.0773257211208
565864653,-0.0774401884186
803240604,-0.0776505767017
649967449,-0.0778238943858
170660226,-0.0786145098491
838971769,-0.07874128356
311794953,-0.0789403211579
518780049,-0.0789733202134
616371814,-0.0790853257753
282855099,-0.079296466923
960448363,-0.0793106618798
587268010,-0.0793439883412
257066123,-0.0794318011111
718011395,-0.0794468638563
265135687,-0.0795965424909
349039834,-0.0796128818079
488440172,-0.079874449651
402036476,-0.0799126700786
101386523,-0.0800636239758
864807911,-0.0800936001979
729908878,-0.0803040640822
262616232,-0.0803564202193
966632705,-0.080552938688
467873529,-0.0807306374632
875878653,-0.0809637412736
112040943,-0.0811465647536
333139990,-0.0815590432084
622679776,-0.0816396677681
848068290,-0.0816459512764
971203538,-0.0817502406543
797904467,-0.0819471511492
667996829,-0.0819948194071
245959604,-0.0820991833344
914377129,-0.0821158477219
394171826,-0.0821546923225
590758354,-0.082270861314
470097278,-0.0823848095478
367943816,-0.0825957972256
629385850,-0.0827242743249
554392067,-0.0829201245532
994374400,-0.0829942512637
106481222,-0.0830380554627
169073907,-0.0832318460478
118539260,-0.0834885018538
425734661,-0.0834958138579
635425733,-0.083717270983
420834327,-0.083720444877
605428516,-0.0837482293828
484129512,-0.083787869596
255934047,-0.0838671808781
497413153,-0.084385419659
180795107,-0.0843923321942
117955021,-0.0848669826632
504856589,-0.084958734239
983736671,-0.0851590376906
296629055,-0.0852670733865
224569101,-0.0853843350564
632889789,-0.0854820720776
454898032,-0.0856999607714
505981243,-0.0857358256186
708588304,-0.0858547389477
189517155,-0.0860112273315
705701936,-0.0860595704371
729859739,-0.0862107890614
995138305,-0.0862505318781
465824303,-0.0863347269651
977204643,-0.0864342176908
415716677,-0.0865704216746
499917811,-0.0865899505417
313208362,-0.0868139213191
959895810,-0.0872151462203
828914436,-0.0872683731724
792635703,-0.0874717724981
863455332,-0.0874917032789
718043437,-0.0877894597916
311384112,-0.0878815072701
912105565,-0.087896882496
150448129,-0.0880196100191
745354019,-0.0880247217344
494199931,-0.0881158239906
202539579,-0.0881849770545
534291860,-0.0882047711369
942495447,-0.0884150505124
366607024,-0.0886119700433
403127550,-0.0887296070065
388293545,-0.0887733715787
473914618,-0.088906661367
285980221,-0.0889877138539
540740071,-0.089004832651
335631727,-0.0890105816866
396993810,-0.0890595622933
483206851,-0.0892051808006
389467585,-0.0892175663617
920780890,-0.0893409030168
719186139,-0.0893641214222
615485581,-0.0895188700263
488045154,-0.0896055566513
505523609,-0.0896556570281
967959089,-0.0897113858335
996432392,-0.0897131821493
361984810,-0.0898003035265
634658957,-0.089807434713
862926629,-0.089879316675
488008396,-0.0900126617004
541099815,-0.090153143274
829863529,-0.090201432388
868061805,-0.0902513781924
253440912,-0.0903392380972
754031760,-0.09035418327
496451987,-0.0903775505524
401311366,-0.0905468842127
852827597,-0.0907383231338
305323158,-0.0907736977448
953067517,-0.0909036212146
485421432,-0.091035575285
913731581,-0.091042398885
396768580,-0.0911317401743
660641283,-0.0912556684992
598699874,-0.0913222848951
361403860,-0.0914440824558
335246744,-0.0914778776282
145222007,-0.0916398476983
309662704,-0.0916552559787
467839941,-0.0919423933182
754010009,-0.0920725343137
309680499,-0.0922500775637
426671789,-0.0923427177448
633502259,-0.092353333259
591335575,-0.0924474863642
870639548,-0.0925054030741
283604862,-0.0925169744025
582187538,-0.0927692440642
202476962,-0.0927909345488
808498915,-0.0928471655231
744886229,-0.0928581778945
321820088,-0.0929122953206
246133250,-0.0930342555844
905455523,-0.0932569483665
556479371,-0.0933167673822
463609291,-0.0933644753387
824689757,-0.0934002138696
861996814,-0.0934543644571
319870313,-0.0935642328195
804271074,-0.0938225794929
525589669,-0.0938722056775
294106015,-0.0942582270735
373849498,-0.0942961851512
592888984,-0.0944560398381
937241317,-0.0944789614477
485324215,-0.0945514896314
877575576,-0.0945952501146
262825807,-0.0946898527708
789601474,-0.0949391565766
711352994,-0.0949422805321
600720125,-0.0949931589497
813426347,-0.0950259383851
793502402,-0.0953146141062
233932589,-0.0953384246212
902131390,-0.095388497042
583527672,-0.0954440804627
986002343,-0.0954896310584
684589715,-0.0956928487717
643105774,-0.0958083685533
151978143,-0.0959722149486
918329691,-0.0960377364561
798944438,-0.096086594127
122037381,-0.0961646096968
852865666,-0.0962674244901
201988562,-0.0963059638334
215166714,-0.0963122317651
634871638,-0.096314926092
124579762,-0.0963769232902
394700808,-0.0963793476648
923395677,-0.0964301932146
665845151,-0.0965246638772
435255984,-0.0965246638772
166040416,-0.0966528399103
995226852,-0.0967052792668
150811046,-0.0969176079759
526126684,-0.0970246180804
210116019,-0.0970482739858
620467097,-0.097114809228
338291489,-0.0973518749834
170705014,-0.0974390364273
863059444,-0.0974796313189
372478911,-0.0974865822948
450366865,-0.097566605821
708487324,-0.0976688548466
287889769,-0.0977020159238
828839289,-0.0977165930128
308321433,-0.0977338949633
716902143,-0.0977929474001
549496197,-0.0978325111314
715714890,-0.0978894832672
830951417,-0.0978966194128
478494654,-0.0979055671509
722637151,-0.0980127881381
428991569,-0.0980189484582
352601194,-0.0981107164093
547118724,-0.0981311943089
969229470,-0.0981785980987
496437071,-0.0982041532775
809698072,-0.0982653383172
114629330,-0.09829549699
936374356,-0.0983214060968
232878612,-0.0985836585683
546611713,-0.0986551588914
945641998,-0.0986645320602
479110678,-0.0988406478803
917621699,-0.0988417977357
233751197,-0.0988482751615
440805629,-0.0988615845193
825345694,-0.0989090574188
920055545,-0.0989809251542
643492752,-0.0990465837846
312388849,-0.0992130588094
911330504,-0.0992205789938
513923367,-0.0992482079947
120024397,-0.0992793900637
475439432,-0.0993752660176
989605398,-0.0994808542309
412759532,-0.0995438241964
329210397,-0.0995498796251
924482710,-0.0995791165849
467959334,-0.0995801129547
384833020,-0.0996103340528
385188296,-0.0997540325958
603961795,-0.0997981788659
891662300,-0.0998242428003
721778256,-0.0998276806068
442306064,-0.10009683754
507419159,-0.100145685003
380782848,-0.100242848551
127606378,-0.100248234527
514201408,-0.10026911163
507673332,-0.100518575529
111880828,-0.100533854628
909905993,-0.100748950458
415426827,-0.100766459158
754063092,-0.101090017968
984639006,-0.10113800392
694104366,-0.101210198072
957347345,-0.101237004909
892993498,-0.101515739034
978661901,-0.10152370319
441447439,-0.101662102686
705716757,-0.101719993484
552225348,-0.101798237685
520579966,-0.101858803581
362512837,-0.101926971547
215334036,-0.101946594827
205601750,-0.102059872878
476150919,-0.102060749981
849418599,-0.102064338323
510090401,-0.102064338323
367553477,-0.102066085599
737204778,-0.10224772835
793705586,-0.102309014217
493930594,-0.102319640133
882249709,-0.102346889908
920077179,-0.102409985829
769924946,-0.10241220998
778748797,-0.102434073502
832084592,-0.102515691893
182876685,-0.102583786929
147158903,-0.102607578591
382280203,-0.102635301831
689849717,-0.102637667782
252250692,-0.10277087451
579326807,-0.102894330768
925816168,-0.102923870914
322438614,-0.10302428875
232312497,-0.103041511394
232201167,-0.103082826584
743064268,-0.10308494455
411324471,-0.103086837099
480003212,-0.103155691257
130610939,-0.103160136523
920072342,-0.103200288581
886043969,-0.103285326706
471468701,-0.103391412238
452963087,-0.103395705165
482552427,-0.103485741284
290463903,-0.103494107619
263427439,-0.103544468918
299380307,-0.103564827207
751884430,-0.103600347322
442376905,-0.103628070757
363006597,-0.10371718813
517858112,-0.103831060249
106086990,-0.103921312773
300897893,-0.103952645135
745464450,-0.10396662483
533296799,-0.104190592694
839551679,-0.104212516996
137117868,-0.104212516996
944335165,-0.10423713338
343136748,-0.104261018834
289877312,-0.104271815806
803491989,-0.104326923284
781111898,-0.10433347758
392760855,-0.104421066216
844025400,-0.104431761868
827427109,-0.104518000155
328457662,-0.104599457535
674721667,-0.104682611153
455594467,-0.104688914923
139297207,-0.104721962115
949615658,-0.104733039995
379320609,-0.104757220068
798595768,-0.104797983341
650454598,-0.10500189402
775752025,-0.105057402763
426033577,-0.105161865428
902227528,-0.105226710642
190352278,-0.105255073409
520331355,-0.10530142932
651598483,-0.105325657136
832589186,-0.105336297937
823967659,-0.105357559122
376808695,-0.105478237156
447058276,-0.105507870257
533774581,-0.105534959406
927169483,-0.105541355912
781168401,-0.10561752859
677415037,-0.105632079142
331953010,-0.105725775364
521449607,-0.105728072467
346411210,-0.105742843985
852915600,-0.105953019577
700896185,-0.105959973285
997608198,-0.105985448384
492371559,-0.10599709697
285840490,-0.10599914903
438113113,-0.106006799955
203674257,-0.10606033828
162617388,-0.106075425711
305415659,-0.106151134099
658480682,-0.106185028912
984399137,-0.106315377097
305255416,-0.106334201192
632703744,-0.106392781232
475743838,-0.106400973029
628473900,-0.106411966927
922487085,-0.106423057356
314545020,-0.106430815106
525502448,-0.106569263275
895828760,-0.106600829023
445443694,-0.106765129915
621960482,-0.106811980718
976433685,-0.106856889956
437421955,-0.106861272434
211678058,-0.106863841887
228038562,-0.106983446494
171001070,-0.107009541297
321495792,-0.107015519409
951400663,-0.107073004127
357443785,-0.107128692574
802992379,-0.107169687681
971785609,-0.107203262951
117923394,-0.107244232517
782001993,-0.107244678191
749760547,-0.107348093488
652112704,-0.107388673545
586073816,-0.107468931231
526163776,-0.107474959533
769862632,-0.107501335405
451177662,-0.107509559951
153174440,-0.107569210093
681976235,-0.107585268634
372952556,-0.107587881348
584892665,-0.107602455635
672202463,-0.107610889178
803585984,-0.10762367765
905942889,-0.107688966917
142378310,-0.107696346164
498695805,-0.107795251243
549367489,-0.107812786506
462601059,-0.107843065948
813938851,-0.107845656867
100068986,-0.107918252495
767870855,-0.108000573428
841465667,-0.108021264369
406761519,-0.108080862273
737092187,-0.108136504947
342928845,-0.1081970194
759671462,-0.108216212723
698420166,-0.108220411605
649481621,-0.108231358662
911186695,-0.108262850978
713147979,-0.108324015683
201147203,-0.108332243275
518579432,-0.108375622582
477920913,-0.108375622582
428251541,-0.10838879153
430867710,-0.108400405571
946306038,-0.108403394757
684506562,-0.108441189393
997393030,-0.108473749879
404579284,-0.10848244204
700784449,-0.108559194751
911974657,-0.108572024828
609538412,-0.108626308766
878764912,-0.108628001937
256335892,-0.108630996681
466646095,-0.108639245926
139884941,-0.108683565715
626205145,-0.108697328647
975384766,-0.1086984588
332103745,-0.108780419246
821248629,-0.108810099404
139346358,-0.108858696665
734820860,-0.108862400455
423831384,-0.10886568007
805449146,-0.108878838111
927939109,-0.108890199392
651032574,-0.108939097949
567710804,-0.108947003969
834336285,-0.109013773807
701016572,-0.109017101545
625201452,-0.109051038114
511748199,-0.109110998284
117840787,-0.10912397644
139496830,-0.109135880433
698415843,-0.109151914291
272697418,-0.109188679265
627492680,-0.109250115944
607885275,-0.109344367167
656238746,-0.109351112479
446384738,-0.109381154717
603941413,-0.109523586564
499684326,-0.109523696981
103478568,-0.10958041194
370188388,-0.109623572126
866340367,-0.109640383447
551064082,-0.109656325153
166051946,-0.10970900082
353721785,-0.109723672184
211819213,-0.109736900395
584643486,-0.109747434862
680895568,-0.109811016168
105841361,-0.10987800023
913266063,-0.109896492856
696650056,-0.109941231026
646621982,-0.109941493849
293373404,-0.109958508733
473758138,-0.110022344741
196384929,-0.110024148684
768359782,-0.110044357556
947210453,-0.11006430745
162396542,-0.110069293979
293814683,-0.110070658352
392042976,-0.110072086646
473334435,-0.110161021219
705758027,-0.110180571491
834242997,-0.110229657464
259216824,-0.11025651226
324343699,-0.110280411261
992301604,-0.110283238732
727110006,-0.110293846631
207121770,-0.110304999245
845392935,-0.110360686597
644874871,-0.110370613921
560908116,-0.11038121139
225684080,-0.110408509709
465961314,-0.110466468075
830442602,-0.110468990809
639250217,-0.110480457394
540141939,-0.110629455879
263055726,-0.110638521505
688448504,-0.110668081237
743255516,-0.110711832028
303563089,-0.110739103866
899092611,-0.110791535381
918854184,-0.110837435319
974895466,-0.110856188599
948378422,-0.110863863079
152222393,-0.110876332307
151071530,-0.110879668042
760297687,-0.110915555494
112616911,-0.110944545333
202271938,-0.111093808918
374870753,-0.111119172034
475136613,-0.111124411501
989792342,-0.111125179662
653430651,-0.111162065397
295131539,-0.111224050404
620105221,-0.111235799859
566886987,-0.111275984807
806355633,-0.111300012952
161716111,-0.11130267338
174893673,-0.111306059481
235994712,-0.111317842236
759860334,-0.111363763651
233935328,-0.11144640746
770605145,-0.111464319228
585558347,-0.111523617759
281112435,-0.111555803888
533898414,-0.11156848546
786997073,-0.111571409991
481874197,-0.111663149114
536764240,-0.111684804382
442174487,-0.111705299143
333625379,-0.111743097951
599585023,-0.111761290149
699589205,-0.111772708693
349077156,-0.111784644643
909770077,-0.111787738612
819233605,-0.111795003682
906894041,-0.111862007662
534806706,-0.111870816759
605253313,-0.111894311954
170947088,-0.111949084207
630942368,-0.112018817261
925773339,-0.112049887618
517491380,-0.112071484516
730328982,-0.112096202365
710099044,-0.112133270355
288537991,-0.112145115266
795167238,-0.112148791042
817165616,-0.11215875305
909883808,-0.112318870741
631732351,-0.112363470923
750221904,-0.112413434326
361216919,-0.112441963076
667195462,-0.112491034589
678369746,-0.112528877459
234103231,-0.112534103082
867016632,-0.112539748856
915170030,-0.112546931006
884217123,-0.112556535547
857416173,-0.112617553342
984212096,-0.112625735104
549088377,-0.11263980049
753805559,-0.112733012201
866748388,-0.112744711522
464218325,-0.112756345838
137419183,-0.112787513706
665740280,-0.112794635183
671242474,-0.112836497043
396730822,-0.112901880152
222356503,-0.112942999966
164696344,-0.113020250005
466674152,-0.113051315794
427650691,-0.11309151162
984844678,-0.113164181112
705129101,-0.11319574142
407567407,-0.113261846235
630542570,-0.113291673331
331831249,-0.113368464891
677491766,-0.113370680446
249640018,-0.113396296564
536916950,-0.113400511446
519953140,-0.113412704639
185500787,-0.113436831544
722070065,-0.113477715095
139681741,-0.113486408446
619269547,-0.113510918408
586119791,-0.113531103467
565221789,-0.113532181636
996604064,-0.113534782929
530850665,-0.113548017635
681258115,-0.113555523327
628536088,-0.113577636457
489086393,-0.113590164574
999373525,-0.113602000654
315152010,-0.113620752698
597359641,-0.113670161499
320144086,-0.113690395157
118120650,-0.113767624812
374179176,-0.113782208631
375496188,-0.113804727333
160092895,-0.113813000323
613964073,-0.113856939962
504309339,-0.113860401468
198733159,-0.113933277993
792006477,-0.113949640744
571314912,-0.11395022161
996695807,-0.113965438251
667980518,-0.11399794855
305722377,-0.114043233262
431309789,-0.114061354087
716866183,-0.11407262576
721566988,-0.114136872669
811315860,-0.114160118481
298935591,-0.114167860463
309273028,-0.114208991665
782083514,-0.114239062282
285964570,-0.114299209189
518294656,-0.114319059847
941587517,-0.114325112246
420132975,-0.114345479782
310130921,-0.114355464638
964424885,-0.114380654451
495375797,-0.114388271326
452235688,-0.114447880393
360779586,-0.114454105171
669580393,-0.114525320043
760152599,-0.114579041178
592784974,-0.114583786042
207986452,-0.114593200604
505126730,-0.114617010944
309201930,-0.114651905596
716714890,-0.114654293654
353751412,-0.114698838525
698768087,-0.114736758935
732675711,-0.114740461186
306843742,-0.114750802788
453859018,-0.114755603981
410043596,-0.11476629329
658315123,-0.114769076743
240248803,-0.114789751139
437528236,-0.114809802249
589336072,-0.114810916531
302015952,-0.114892002338
682580349,-0.114908435029
237169987,-0.114938818927
761674003,-0.11494086061
955362664,-0.115003730151
118307471,-0.115040649944
216313318,-0.115070057837
420986202,-0.115108308973
393421104,-0.115114115224
172703899,-0.115127008323
543833260,-0.11514416808
153423908,-0.115269977622
983362348,-0.115311524438
170295402,-0.115327646355
654496678,-0.115373670207
552986681,-0.11539512002
110259983,-0.115495314531
583940062,-0.115552754382
291778013,-0.115560311877
793885421,-0.115580281725
120380134,-0.115650225419
805419065,-0.115700553265
252429062,-0.115761529044
997385003,-0.115796250699
220675942,-0.115815109195
821571136,-0.115866823954
570657084,-0.115870768989
870296238,-0.115874372752
276881602,-0.115885279184
621302947,-0.115929693068
605754532,-0.116023079761
255240405,-0.116038838886
606396375,-0.116050758627
819957855,-0.11609963714
313098890,-0.116103366398
546371934,-0.116107947714
533358956,-0.116161587854
483807568,-0.116163716348
826152618,-0.116170472469
400555842,-0.11617982713
160486549,-0.116220817504
354149533,-0.116245748478
688365366,-0.116268192779
137738114,-0.116271679132
839803539,-0.116316565699
922881141,-0.116327272143
493957718,-0.11634022647
887022740,-0.116358886225
119409561,-0.116396737277
676264953,-0.116410251407
649128949,-0.116417167343
786277717,-0.116449318331
222852323,-0.116499032898
731057831,-0.116503587909
731468910,-0.116534813208
647697338,-0.116560501833
347192931,-0.116595838003
345529737,-0.116641841287
196257581,-0.116656133604
701983330,-0.116661686361
762697271,-0.116669231201
784142513,-0.116674872669
836701706,-0.116710078374
354957628,-0.116710585052
276308074,-0.116722875041
684187075,-0.116767470627
826998517,-0.116811830223
283031011,-0.116817879306
274897520,-0.116825923615
201315310,-0.116879032489
722484472,-0.116884413876
584800328,-0.116911060008
719814801,-0.116933358095
436726773,-0.116943714709
768071005,-0.116957409747
147004444,-0.116983911511
437626831,-0.117001015949
330546862,-0.117003639644
254708053,-0.117044029325
917239821,-0.117048357228
788963345,-0.117050691458
880653858,-0.117062757797
843940620,-0.117074451782
209863519,-0.117121318816
857243210,-0.117150864412
875637489,-0.117169690094
693082167,-0.117179809945
800630030,-0.117193868439
382470057,-0.117300707659
978930600,-0.117310056928
828858876,-0.117312354943
243288202,-0.117329923884
269706452,-0.11733890165
375128823,-0.117386397105
529123449,-0.11739088189
885380561,-0.117400361636
769164265,-0.117405034909
540947079,-0.117449136269
684196965,-0.117487772274
545274555,-0.117501623197
502280544,-0.117508272066
199235155,-0.117613797476
373669031,-0.11762190823
895900315,-0.117643465167
118455535,-0.117677357845
200071160,-0.117702098957
541436504,-0.11770311358
666863129,-0.117723220056
437722026,-0.117756006464
233514119,-0.117782530977
871741099,-0.117782570995
880161660,-0.117785432314
309847973,-0.117797690377
496623603,-0.117798735209
949200023,-0.11781080522
882102899,-0.117816493494
903457477,-0.117915568165
533901063,-0.117919975284
756725865,-0.117922819352
536709898,-0.117946194471
167626182,-0.117975342713
615491049,-0.117992625247
549688253,-0.11800140574
472565764,-0.118003696471
633309223,-0.118008375508
240404419,-0.118030769179
543301529,-0.118113798366
231369605,-0.118125592311
723817303,-0.118138268976
193323726,-0.118165799381
252830846,-0.118211208691
447300788,-0.118219148109
994582375,-0.118240662711
471486964,-0.118249774219
353951292,-0.118271812308
612408935,-0.118275995466
699404865,-0.118277493234
324918126,-0.118327851203
839667818,-0.11835106485
922020868,-0.118367450214
996287060,-0.118386630308
600247723,-0.118424206878
813269632,-0.118476157501
687357330,-0.118484452773
811810595,-0.118517217421
546002857,-0.118536017586
975765151,-0.118552901215
601281864,-0.118583846132
334050772,-0.118588701147
511714693,-0.118609280562
238950790,-0.118702454778
871456394,-0.118733968225
216652267,-0.118740326136
640786868,-0.118742319084
248159170,-0.118759702496
251328092,-0.118764258675
760355803,-0.118783220074
226914377,-0.118793651266
775726687,-0.118805968635
649198312,-0.118823874469
709025528,-0.118832804583
391694813,-0.118835911126
406029975,-0.118872921628
823017197,-0.11887301997
257427486,-0.118924405604
558309344,-0.118924708016
600400264,-0.118925846143
690280083,-0.11896455145
869361913,-0.118973650128
727962358,-0.118974396333
681074751,-0.118981691447
258310947,-0.119005611535
528670555,-0.119012982509
472706427,-0.119073571955
933921624,-0.119095284844
349687070,-0.119097230223
108552250,-0.119117000095
629135832,-0.119141999734
312810847,-0.119154908568
159309912,-0.119184525142
159483281,-0.11919561358
649408135,-0.119214886671
489412477,-0.119273435522
388272376,-0.119319720802
186642572,-0.119321921352
257452561,-0.119322742009
776723807,-0.119373642397
127734593,-0.119396568965
722930858,-0.11941034689
420666962,-0.119415324325
823240044,-0.119429345114
378537292,-0.119480659002
107077951,-0.119544700331
217786253,-0.119579904841
252834462,-0.119624671057
800832458,-0.119627780988
861221115,-0.119633574126
208996775,-0.119640588691
732558367,-0.119642190261
721797147,-0.119650146938
772826139,-0.119690579293
785139338,-0.119697067934
334917241,-0.119714969447
257687908,-0.119717211503
453559504,-0.119727060279
770698618,-0.119731408286
922877020,-0.119739333831
